## Ideogram.js gene cache for Homo sapiens
## Derived from https://ftp.ensembl.org/pub/release-102/gff3/homo_sapiens/Homo_sapiens.GRCh38.102.gff3.gz
## prefix: ENSG
# chr	start	length	slim_id	symbol	description
14	22497657	61	211848	TRAJ41	T cell receptor alpha joining 41
14	22499689	60	211849	TRAJ40	T cell receptor alpha joining 40
14	22501601	62	211850	TRAJ39	T cell receptor alpha joining 39
14	22502231	61	211851	TRAJ38	T cell receptor alpha joining 38
14	22503750	64	278661	TRAJ37	T cell receptor alpha joining 37
14	22505110	57	276699	TRAJ36	T cell receptor alpha joining 36
14	22506644	58	211854	TRAJ35	T cell receptor alpha joining 35 (non-functional)
14	22507666	57	211855	TRAJ34	T cell receptor alpha joining 34
14	22508602	56	211856	TRAJ33	T cell receptor alpha joining 33
14	22509341	65	211857	TRAJ32	T cell receptor alpha joining 32
14	22510968	56	211858	TRAJ31	T cell receptor alpha joining 31
14	22512852	56	211859	TRAJ30	T cell receptor alpha joining 30
14	22513939	59	211860	TRAJ29	T cell receptor alpha joining 29
14	22515623	65	211861	TRAJ28	T cell receptor alpha joining 28
14	22516273	58	211862	TRAJ27	T cell receptor alpha joining 27
14	22518446	59	211863	TRAJ26	T cell receptor alpha joining 26
14	22518812	59	211864	TRAJ25	T cell receptor alpha joining 25 (non-functional)
14	22519969	62	211865	TRAJ24	T cell receptor alpha joining 24
14	22520416	62	211866	TRAJ23	T cell receptor alpha joining 23
14	22522040	62	211867	TRAJ22	T cell receptor alpha joining 22
14	22523600	54	211868	TRAJ21	T cell receptor alpha joining 21
14	22524325	56	211869	TRAJ20	T cell receptor alpha joining 20
14	22525263	59	211870	TRAJ19	T cell receptor alpha joining 19 (non-functional)
14	22525650	65	211871	TRAJ18	T cell receptor alpha joining 18
14	22526844	62	211872	TRAJ17	T cell receptor alpha joining 17
14	22528527	59	211873	TRAJ16	T cell receptor alpha joining 16
14	22530327	51	211875	TRAJ14	T cell receptor alpha joining 14
14	22531076	62	211876	TRAJ13	T cell receptor alpha joining 13
14	22531939	59	211877	TRAJ12	T cell receptor alpha joining 12
14	22532502	59	211878	TRAJ11	T cell receptor alpha joining 11
14	22533497	63	211879	TRAJ10	T cell receptor alpha joining 10
14	22535554	60	211880	TRAJ9	T cell receptor alpha joining 9
14	22537622	58	211882	TRAJ7	T cell receptor alpha joining 7
14	22539073	61	211883	TRAJ6	T cell receptor alpha joining 6
14	22540247	59	211884	TRAJ5	T cell receptor alpha joining 5
14	22542199	62	211885	TRAJ4	T cell receptor alpha joining 4
14	22543179	61	211886	TRAJ3	T cell receptor alpha joining 3
14	22544071	65	211887	TRAJ2	T cell receptor alpha joining 2 (non-functional)
14	22545037	61	211888	TRAJ1	T cell receptor alpha joining 1 (non-functional)
14	22547506	4650	277734	TRAC	T cell receptor alpha constant
14	22556311	751	259054	LINC02332	long intergenic non-protein coding RNA 2332
14	22556640	2397	259003	AC243965.1	novel transcript
14	22564907	24317	129562	DAD1	defender against cell death 1
14	22595808	3138	275552	AC243965.2	novel transcript%2C antisense ABHD4
14	22598237	14978	100439	ABHD4	abhydrolase domain containing 4%2C N-acyl phospholipase B
14	22630929	13423	255804	OR6J1	olfactory receptor family 6 subfamily J member 1
14	22701476	65086	258458	AL160314.2	novel transcript%2C antisense to OXA1L
14	22756761	68	212302	AL135998.1	
14	22766522	6520	155463	OXA1L	OXA1L mitochondrial inner membrane protein
14	22773222	56598	155465	SLC7A7	solute carrier family 7 member 7
14	22829879	5158	172590	MRPL52	mitochondrial ribosomal protein L52
14	22836560	12467	157227	MMP14	matrix metallopeptidase 14
14	22852616	112	212335	Y_RNA	Y RNA
14	22867818	99	199716	Y_RNA	Y RNA
14	22871740	9973	197324	LRP10	LDL receptor related protein 10
14	22883222	4456	139890	REM2	RRAD and GEM like GTPase 2
14	22893204	25978	100461	RBM23	RNA binding motif protein 23
14	22918947	7953	237054	PRMT5-AS1	PRMT5 antisense RNA 1
14	22920525	8883	100462	PRMT5	protein arginine methyltransferase 5
14	22929607	26767	257285	AL132780.1	novel transcript%2C antisense to HAUS4
14	22946228	10933	92036	HAUS4	HAUS augmin like complex subunit 4
14	22946270	35988	259132	AL132780.3	novel protein
14	22956950	79	284118	MIR4707	microRNA 4707
14	22971177	11374	129474	AJUBA	ajuba LIM protein
14	22982698	16380	258457	AL132780.2	novel transcript%2C antisense to C14orf93
14	22985894	24272	100802	C14orf93	chromosome 14 open reading frame 93
14	23016543	18687	100804	PSMB5	proteasome 20S subunit beta 5
14	23042212	1848	222028	PSMB11	proteasome subunit beta 11
14	23047062	10476	139880	CDH24	cadherin 24
14	23058564	37050	100813	ACIN1	apoptotic chromatin condensation inducer 1
14	23095505	4951	179933	C14orf119	chromosome 14 open reading frame 119
14	23099062	5927	283654	LMLN2	leishmanolysin like peptidase 2
14	23117306	1949	92067	CEBPE	CCAAT enhancer binding protein epsilon
14	23125295	58379	92068	SLC7A8	solute carrier family 7 member 8
14	23156309	105	202229	RNU6-1138P	RNA%2C U6 small nuclear 1138%2C pseudogene
14	23185316	88161	215277	RNF212B	ring finger protein 212B
14	23259460	106	252347	RNU6-1046P	RNA%2C U6 small nuclear 1046%2C pseudogene
14	23272422	27025	215271	HOMEZ	homeobox and leucine zipper encoding
14	23295652	7207	235194	PPP1R3E	protein phosphatase 1 regulatory subunit 3E
14	23298790	12961	129473	BCL2L2	BCL2 like 2
14	23306833	19342	258643	BCL2L2-PABPN1	BCL2L2-PABPN1 readthrough
14	23321289	4896	100836	PABPN1	poly(A) binding protein nuclear 1
14	23346306	6606	92096	SLC22A17	solute carrier family 22 member 17
14	23356403	9349	100842	EFS	embryonal Fyn-associated substrate
14	23356406	597	259018	AL049829.2	novel transcript%2C antisense to EFS
14	23372809	3594	166090	IL25	interleukin 25
14	23376773	2999	166091	CMTM5	CKLF like MARVEL transmembrane domain containing 5
14	23381982	26291	197616	MYH6	myosin heavy chain 6
14	23388596	70	199157	MIR208A	microRNA 208a
14	23412740	22920	92054	MYH7	myosin heavy chain 7
14	23415339	347	258444	AL132855.1	novel transcript%2C antisense to MYH7
14	23417987	76	215991	MIR208B	microRNA 208b
14	23469689	40173	129460	NGDN	neuroguidin
14	23511760	49018	157306	ZFHX2-AS1	ZFHX2 antisense RNA 1
14	23520857	35335	136367	ZFHX2	zinc finger homeobox 2
14	23555988	4283	259431	THTPA	thiamine triphosphatase
14	23559565	8505	213983	AP1G2	adaptor related protein complex 1 subunit gamma 2
14	23561097	6976	258727	AL135999.1	novel transcript%2C antisense to AP1G2
14	23568035	10755	92051	JPH4	junctophilin 4
14	23619201	811	274002	AL135999.3	novel transcript
14	23630115	15524	100867	DHRS2	dehydrogenase/reductase 2
14	23699797	29960	258464	AL160237.1	novel transcript
14	23791930	306	222931	RN7SKP205	RN7SK pseudogene 205
14	23875938	6490	285727	AL136419.2	novel transcript
14	23922247	12321	259334	LINC00596	long intergenic non-protein coding RNA 596
14	23938219	114336	215256	DHRS4-AS1	DHRS4 antisense RNA 1
14	23953734	15545	157326	DHRS4	dehydrogenase/reductase 4
14	23969874	36534	187630	DHRS4L2	dehydrogenase/reductase 4 like 2
14	23969931	81446	285467	AL136419.1	novel transcript
14	24007185	20597	286931	AL136419.3	novel transcript
14	24052009	17720	186648	CARMIL3	capping protein regulator and myosin 1 linker 3
14	24070837	7263	100884	CPNE6	copine 6
14	24078662	36348	129535	NRL	neural retina leucine zipper
14	24094053	16545	100889	PCK2	phosphoenolpyruvate carboxykinase 2%2C mitochondrial
14	24114195	11047	100897	DCAF11	DDB1 and CUL4 associated factor 11
14	24120956	10873	259371	AL136295.3	novel protein
14	24131275	1574	139914	FITM1	fat storage inducing transmembrane protein 1
14	24136163	2804	92010	PSME1	proteasome activator subunit 1
14	24138959	2632	100908	EMC9	ER membrane protein complex subunit 9
14	24139445	999	259321	AL136295.2	novel transcript
14	24143362	4208	100911	PSME2	proteasome activator subunit 2
14	24143489	76	283856	MIR7703	microRNA 7703
14	24146683	13977	92098	RNF31	ring finger protein 31
14	24147548	18904	259529	AL136295.5	novel transcript
14	24161265	5300	213928	IRF9	interferon regulatory factor 9
14	24171853	8404	100918	REC8	REC8 meiotic recombination protein
14	24180219	8650	196497	IPO4	importin 4
14	24180395	10021	259522	AL136295.4	novel protein
14	24188914	4192	287765	AL136295.22	novel transcript%2C antisense to TM9SF1
14	24189149	6538	100926	TM9SF1	transmembrane 9 superfamily member 1
14	24189157	24316	254692	AL136295.1	novel protein
14	24198433	657	276698	AL136295.6	novel transcript
14	24201612	1199	278784	AL136295.7	novel transcript
14	24205696	2666	139908	TSSK4	testis specific serine kinase 4
14	24209615	4215	254505	CHMP4A	charged multivesicular body protein 4A
14	24209646	6341	260669	AL096870.2	novel transcript
14	24213943	2127	213920	MDP1	magnesium dependent phosphatase 1
14	24213955	18397	255526	NEDD8-MDP1	NEDD8-MDP1 readthrough
14	24216857	15510	129559	NEDD8	NEDD8 ubiquitin like modifier
14	24232422	6820	100938	GMPR2	guanosine monophosphate reductase 2
14	24239643	3031	92330	TINF2	TERF1 interacting nuclear factor 2
14	24249114	15318	92295	TGM1	transglutaminase 1
14	24265538	6201	100949	RABGGTA	Rab geranylgeranyltransferase subunit alpha
14	24271213	27633	288044	AL096870.12	novel transcript%2C antisense to RABGGTAand DHRS1
14	24271726	7363	286825	AL096870.10	novel transcript%2C antisense to RABGGTA
14	24290598	9182	157379	DHRS1	dehydrogenase/reductase 1
14	24299850	9274	196943	NOP9	NOP9 nucleolar protein
14	24305096	6334	136305	CIDEB	cell death inducing DFFA like effector b
14	24305734	6319	213906	LTB4R2	leukotriene B4 receptor 2
14	24311450	6586	213903	LTB4R	leukotriene B4 receptor
14	24318349	16744	129467	ADCY4	adenylate cyclase 4
14	24332310	5072	258973	AL096870.1	novel transcript
14	24336025	3997	129465	RIPK3	receptor interacting serine/threonine kinase 3
14	24352057	100	283290	U6	U6 spliceosomal RNA
14	24365673	13931	100968	NFATC4	nuclear factor of activated T cells 4
14	24399003	20280	205978	NYNRIN	NYN domain and retroviral integrase containing
14	24426545	4409	139899	CBLN3	cerebellin 3 precursor
14	24429286	12557	100441	KHNYN	KH and NYN domain containing
14	24439766	3139	100445	SDR39U1	short chain dehydrogenase/reductase family 39U member 1
14	24443016	65672	258744	AL132800.1	novel transcript%2C antisense to CMA1
14	24505353	2912	92009	CMA1	chymase 1
14	24573518	2732	100448	CTSG	cathepsin G
14	24595723	62051	258657	AL136018.1	novel transcript%2C antisense to GZMB
14	24606480	3219	100450	GZMH	granzyme H
14	24630954	3313	100453	GZMB	granzyme B
14	24809656	240641	168952	STXBP6	syntaxin binding protein 6
14	24818385	1772	288100	AL161663.2	novel transcript%2C antisense to STXBP6
14	24861172	4806	287481	AL161663.1	novel transcript%2C antisense to STXBP6
14	25124467	31847	258098	LINC02286	long intergenic non-protein coding RNA 2286
14	25647304	496001	257986	LINC02306	long intergenic non-protein coding RNA 2306
14	25806648	64	212270	AL359396.1	
14	25916015	82790	285633	AL132633.1	novel transcript
14	26443090	154943	139910	NOVA1	NOVA alternative splicing regulator 1
14	26592747	1770	262119	AL079343.1	novel transcript%2C sense intronic to NOVA1
14	26598369	208098	257842	LINC02588	long intergenic non-protein coding RNA 2588
14	26599755	695761	258081	AL110292.1	novel transcript
14	26775495	46612	257845	LINC02294	long intergenic non-protein coding RNA 2294
14	26809340	27118	257185	LINC02293	long intergenic non-protein coding RNA 2293
14	26831401	41635	286479	AL132718.1	novel transcript
14	26873092	45502	257612	MIR4307HG	MIR4307 host gene
14	26908642	83	265165	MIR4307	microRNA 4307
14	27612577	27059	258548	LINC00645	long intergenic non-protein coding RNA 645
14	27633205	73	264657	MIR3171	microRNA 3171
14	28318141	100471	257869	AL139023.1	novel transcript
14	28592223	21400	258175	LINC02300	long intergenic non-protein coding RNA 2300
14	28726675	38617	257126	FOXG1-AS1	FOXG1 antisense RNA 1
14	28765640	26644	288617	AL049777.1	FOXG1-C14orf23 readthrough
14	28766787	3490	176165	FOXG1	forkhead box G1
14	28771676	52141	186960	LINC01551	long intergenic non-protein coding RNA 1551
14	28782909	2889	257056	LINC02282	long intergenic non-protein coding RNA 2282
14	28800084	30120	257748	LINC02281	long intergenic non-protein coding RNA 2281
14	28829881	138519	258038	LINC02327	long intergenic non-protein coding RNA 2327
14	28875404	189589	257523	LINC02326	long intergenic non-protein coding RNA 2326
14	28901236	111	207164	Y_RNA	Y RNA
14	28936889	435517	258028	AL135878.1	novel transcript
14	28982303	107	252065	RNU6-864P	RNA%2C U6 small nuclear 864%2C pseudogene
14	29210986	181062	257522	AL133166.1	novel transcript
14	29390074	46338	258107	AL158058.1	novel transcript
14	29415856	84604	286040	AL158058.2	novel transcript
14	29476784	128	212518	RNU11-5P	RNA%2C U11 small nuclear 5%2C pseudogene
14	29576479	615419	184304	PRKD1	protein kinase D1
14	29652809	5107	257120	AL356756.1	novel transcript%2C antisense to PRKD1
14	29811916	102	252686	RNU6-1234P	RNA%2C U6 small nuclear 1234%2C pseudogene
14	29928445	4311	287142	AL355053.1	novel transcript%2C antisense to PRKD1
14	29940745	39467	257904	AL133372.3	novel transcript%2C antisense to PRKD1
14	29952397	344646	248975	AL133372.2	novel transcript
14	30437992	135637	257636	G2E3-AS1	G2E3 antisense RNA 1
14	30519161	157	278587	AL117355.1	
14	30559158	60906	92140	G2E3	G2/M-phase specific E3 ubiquitin protein ligase
14	30622291	115403	92108	SCFD1	sec1 family domain containing 1
14	30734926	87776	258558	AL121852.1	novel transcript%2C antisense to SCFD1
14	30874514	20551	100473	COCH	cochlin
14	30876179	13629	258525	AL049830.3	novel transcript%2C antisense to COCH
14	30893799	132602	196792	STRN3	striatin 3
14	31014646	96	207952	MIR624	microRNA 624
14	31025106	105890	100478	AP4S1	adaptor related protein complex 4 subunit sigma 1
14	31100112	107692	92148	HECTD1	HECT domain E3 ubiquitin protein ligase 1
14	31142939	109	207440	RNU6-541P	RNA%2C U6 small nuclear 541%2C pseudogene
14	31244761	100	202402	Y_RNA	Y RNA
14	31248628	54111	257831	AL136418.1	novel transcript%2C antisense to HEATR5A
14	31258608	101	199291	Y_RNA	Y RNA
14	31291788	128762	129493	HEATR5A	HEAT repeat containing 5A
14	31334312	123129	203546	AL139353.1	novel protein
14	31420286	32597	250365	AL139353.2	novel transcript%2C antisense to C14orf126
14	31446036	11470	129480	DTD2	D-aminoacyl-tRNA deacylase 2
14	31482875	5164	214943	GPR33	G protein-coupled receptor 33
14	31489956	371268	151413	NUBPL	nucleotide binding protein like
14	31553358	5140	258196	AL163973.3	novel transcript%2C antisense to NUBPL
14	31558507	2827	257155	AL163973.2	novel transcript%2C antisense to NUBPL
14	31662039	104	223087	RNU6-602P	RNA%2C U6 small nuclear 602%2C pseudogene
14	31686692	106	207412	RNU6-455P	RNA%2C U6 small nuclear 455%2C pseudogene
14	31925801	4345	257472	AL355112.1	novel transcript
14	31944853	5529	258474	LINC02313	long intergenic non-protein coding RNA 2313
14	32006902	11783	258386	AL352984.1	novel transcript
14	32074946	1847	258655	ARHGAP5-AS1	ARHGAP5 antisense RNA 1 (head to head)
14	32076114	83614	100852	ARHGAP5	Rho GTPase activating protein 5
14	32149176	8832	285608	AL161665.1	novel transcript%2C antisense to ARHGAP5
14	32200433	1303	286527	AL161665.2	novel transcript
14	32202045	106	201654	RNU6-7	RNA%2C U6 small nuclear 7
14	32203163	106	202337	RNU6-8	RNA%2C U6 small nuclear 8
14	32329298	508386	151320	AKAP6	A-kinase anchoring protein 6
14	32373337	44637	258580	AL136298.1	novel transcript%2C antisense to AKAP6
14	32442341	298	278746	RN7SL660P	RNA%2C 7SL%2C cytoplasmic 660%2C pseudogene
14	32934396	869780	151322	NPAS3	neuronal PAS domain protein 3
14	33597057	3932	287153	AL161851.1	novel transcript%2C antisense to NPAS3
14	33677360	5526	287777	AL161851.2	novel transcript%2C antisense to NPAS3
14	33924227	538547	129521	EGLN3	egl-9 family hypoxia inducible factor 3
14	34040097	19203	258897	EGLN3-AS1	EGLN3 antisense RNA 1
14	34432788	29452	165389	SPTSSA	serine palmitoyltransferase small subunit A
14	34515938	23773	129518	EAPP	E2F associated phosphoprotein
14	34541740	4589	259002	AL445363.1	novel transcript
14	34546714	163	206596	RNU1-27P	RNA%2C U1 small nuclear 27%2C pseudogene
14	34556226	163	206588	RNU1-28P	RNA%2C U1 small nuclear 28%2C pseudogene
14	34556774	4524	259135	AL445363.2	novel transcript%2C antisense to SNX6
14	34561093	69067	129515	SNX6	sorting nexin 6
14	34659564	314	275978	Metazoa_SRP	Metazoan signal recognition particle RNA
14	34675891	103	253003	RNU6-1261P	RNA%2C U6 small nuclear 1261%2C pseudogene
14	34709113	5710	165410	CFL2	cofilin 2
14	34752731	122916	198604	BAZ1A	bromodomain adjacent to zinc finger domain 1A
14	34845300	60	251726	RNU7-41P	RNA%2C U7 small nuclear 41 pseudogene
14	34874343	2116	258738	AL121603.2	novel transcript%2C antisense to BAZ1A
14	34981957	47729	100883	SRP54	signal recognition particle 54
14	35044907	68223	151327	FAM177A1	family with sequence similarity 177 member A1
14	35085467	37050	92020	PPP2R3C	protein phosphatase 2 regulatory subunit B''gamma
14	35121846	155776	100890	PRORP	protein only RNase P catalytic subunit
14	35122549	194925	258790	AL121594.1	novel transcript
14	35278633	38860	100902	PSMA6	proteasome 20S subunit alpha 6
14	35362232	1396	258860	AL133163.2	novel transcript
14	35401513	3236	100906	NFKBIA	NFKB inhibitor alpha
14	35447003	622	259017	AL133163.3	novel transcript
14	35534164	2890	168348	INSM2	INSM transcriptional repressor 2
14	35538352	270952	174373	RALGAPA1	Ral GTPase activating protein catalytic subunit alpha 1
14	35756327	136	253059	AL137818.1	
14	35819224	7541	258938	AL162311.3	novel transcript%2C antisense to BRMS1L
14	35826338	105987	100916	BRMS1L	BRMS1 like transcriptional repressor
14	35873857	1446	257272	AL162311.1	novel transcript
14	35897936	170325	258342	AL133304.3	novel transcript%2C sense overlapping BRMS1L
14	35947556	2488	257614	AL133304.1	novel transcript%2C antisense to BRMS1L
